	Job Title	Company Name	Rating	Experience	Location	Minimum Requirements	Tech Stack
5195	Devops Engineer - II	Netomi	4.0	4-6 Yrs	Gurugram	3+ years of DevOps experience and managing the entire infrastructure Analyze and debug ...	Automation,Linux,Product service,Artificial Intelligence,MySQL,Data collection,Perl,Monitoring
5196	Software Engineer In Test II	Netomi	4.0	4-6 Yrs	Gurugram	Bachelor in Computer Science or related Engineering field . 4-6 years of relevant exper...	Computer science,Manual testing,Manager Quality Assurance,Artificial Intelligence,MySQL,API Testing,Data quality,Test cases
5197	Devops Engineer - II	Netomi	4.0	3-6 Yrs	Gurugram	3+ years of DevOps experience and managing the entire infrastructure Analyze and debug ...	Automation,Linux,Product service,Artificial Intelligence,MySQL,Data collection,Perl,Monitoring
5198	ML - 00 PLC Commissioning Engineer	Concord Technologies	4.6	3-5 Yrs	Pune	Candidate must have minimum 3 - 4 years hands on experience of ML - 200 PLC engineering...	Building,Automation,Email,Typing,Education,PLC,Electronics,Educational qualification
5199	Software Development Engineer	Unify Cloud Pvt Ltd	3.7	2-5 Yrs	Noida	   Candidate should have 2 5 years of proven and relevant experience in required techno...	System architecture,Cloud computing,jQuery,XML,Debugging,Agile,HTML,Stored procedures
5200	Backend Engineer	Asqi	None	2-7 Yrs	Mumbai	. Industry experience building end-to-end Machine Learning Infrastructure a big plus . ...	Backend,data science,Coding,Machine learning,SCALA,Infrastructure,Workflow,Monitoring
5201	Test Applications Group Engineer (TAG)	Micron Software	5.0	1-2 Yrs	Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara	     As a TAG Engineer   at Micron   , you will   be responsible for   developing, debu...	Unix,Semiconductor,Windows OS,Operational excellence,Networking,Artificial Intelligence,Test planning,Perl
5202	Senior Growth Engineer	Builder.ai	3.5	4-9 Yrs	Gurugram	Experience with React, web components or other equivalent frontend javascript framework...	CRO,Backend,Machine learning,Javascript,SMS,Wellness,HTML,SEO
5203	AI Engineer	Fisker	3.8	1-4 Yrs	Hyderabad/Secunderabad	Preferred Attributes/ Competencies . Master s degree in computer science, computer engi...	model validation,SOC,Social media,JSON,Silicon,MATLAB,Automotive,Python
5204	Engineer-Process Control	Air Products	4.2	3-8 Yrs	Vadodara	Experience of SPI (Smart Plant Instrumentation) software and associated modules, also C...	Procurement,Design engineering,Control system,Process control,Instrumentation,EPC,SIS,SPI
5205	Senior ML Engineer	Accrualify India	4.7	5-10 Yrs	Nagpur	  As a Senior ML Engineer at Accrualify India Pvt   Ltd, you will play a crucial role i...	Data analysis,Business objects,SAS,Process improvement,Data collection,German,SPSS,Data mining
5206	Software Engineer	Dialpad	3.9	3-7 Yrs	Gurugram	   What you will achieve    In your first  two months:     Meet your manager and onboar...	Business communication,Cloud computing,Backend,Coding,Artificial Intelligence,Equity,Healthcare,Natural language processing
5207	Software Engineer	Objective Systems Integrators	None	15-18 Yrs	Gurugram	    Main purpose of role      The candidate will work as key developer for AIOps Big Da...	Service management,Computer science,Automation,Linux,Performance management,Service assurance,Fault management,Coding
5208	Senior Engineer ML/DS	TechSophy, Inc	3.1	5-10 Yrs	Hyderabad/Secunderabad	                                                       Is to build and implement machin...	GIS,IT services,SAN,PDF,Machine learning,SMS,Genetics,Risk management
5209	Jr. Software Engineer	Esparkbiz Technologies	3.9	9-14 Yrs	Ahmedabad	. . . . . . . . . . . . . ~ We have a separate training infrastructure with all the req...	IT services,SAN,C++,PDF,Javascript,SMS,PHP,CRM
5210	Sr. GCP DevOps Engineer	Techolution	3.5	4-8 Yrs	Hyderabad/Secunderabad	Excellent Leadership skills Team handling skills . GCP Certification - Associate Cloud ...	Process automation,Neural networks,devops,Artificial Intelligence,Debugging,Consulting,Troubleshooting,Monitoring
5211	Manager, Module Test Process & Equipment Engineering	Micron Software	5.0	7-9 Yrs	Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara	Clearly communicate expectations and enforce safety and environmental policies. Educati...	EHS,Due diligence,ISO,Production support,Artificial Intelligence,Cost reduction,Manager Quality Control,Risk management
5212	FAC Mechanical Plant Engineer	Micron Software	5.0	10-12 Yrs	Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara	Bachelor s Degree in Mechanical, Building Services Engineering or any related field of ...	EHS,Operational excellence,Artificial Intelligence,Mechanical,Budgeting,Forecasting,Technical support,Monitoring
5213	FAC Electrical Engineer	Micron Software	5.0	10-12 Yrs	Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara	Bachelor s Degree in Electrical Engineering or any related field of studyMinimum 10-yea...	Procurement,Operational excellence,Artificial Intelligence,Budgeting,Forecasting,Technical support,Monitoring,Electricals
5214	FAC - Tool Install cum layout IE Engineering	Micron Software	5.0	10-12 Yrs	Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara	Requirements: . Bachelors Degree in Engineering, preferably in Industrial, Mechanical, ...	Procurement,Backend,Project management,Artificial Intelligence,Project planning,Risk management,Technical support,Monitoring
5215	Test Process Engineer	Micron Software	5.0	1-3 Yrs	Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara	    Provide engineering support to manufacturing to meet production output goals.   Pro...	Analytical skills,Operational excellence,Statistical analysis,Performance management,Analytical,Artificial Intelligence,Manufacturing engineering,Technology leadership
5216	Test Equipment Engineer	Micron Software	5.0	2-5 Yrs	Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara	    Responsible for the performance of a group of highly automated and computerized pro...	Operational excellence,Performance management,Analytical,Artificial Intelligence,Technology leadership,Mechanical engineering,Recruitment,Testing
5217	Test Engineer	Micron Software	5.0	2-4 Yrs	Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara	Highly motivated and outcome oriented . Ability to work independently . Good analytical...	Unix,Semiconductor,Operational excellence,Analytical,Artificial Intelligence,Technology leadership,Perl,Electronics engineering
5218	Senior UFS/Unipro Design Verification Engineer	Micron Software	5.0	5-7 Yrs	Hyderabad/Secunderabad	. An expert level experience with UFS / Unipro IP / sub-systems . At least 5 years of r...	ASIC,Operational excellence,Simulation,SOC,Artificial Intelligence,Debugging,System verilog,UVM
5219	Senior Assembly Process Engineer - Wafer Thinning	Micron Software	5.0	5-7 Yrs	Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara	Requirements: . 1) . Bachelors or . Master . degree . in . Electronic, .	Product quality,Operational excellence,Failure analysis,Artificial Intelligence,Assembly process,Cost reduction,Packaging,Risk management
5220	Software Engineer	Workfusion	1.9	3-5 Yrs	Hyderabad/Secunderabad	Qualifications / Experience . . . . . Expert in Java with 3-5 years of production exper...	Computer science,Process automation,Automation,Backend,Machine learning,Scrum,Unit testing,Analytics
5221	Java Front End Engineer	Workfusion	1.9	3-5 Yrs	Hyderabad/Secunderabad	. Optimize application for maximum speed and scalability Qualifications / Experience . ...	Unix,Front end,Version control,Prototype,Linux,XML,Automation tools,Machine learning
5222	Python Engineer	East India Securities	4.8	2-7 Yrs	Kolkata	Preferably background knowledge of Data Science / Machine Learning / Hadoop. Preferably...	Analytical skills,data science,Machine learning,Hadoop,Python,Scripting,Data,Analytical
5223	Technical Support Engineer I	Aspen Technology	4.8	1-3 Yrs	Pune	The ideal candidate should be able to learn new concepts quickly, be an innovative thin...	Mining,Data analysis,Manufacturing process,Pharma,Presales,Petrochemical,Technical support,Aspen
5224	Support Engineer - Assembly Line	Builder.ai	3.5	1-2 Yrs	Gurugram	The ideal candidate must have solid demonstrable experience in their domain in running ...	Product management,Automation,GIT,Production support,Architecture,Technical writing,Machine learning,Technical support
5225	Test Product Integration Engineer	Micron Software	5.0	5-8 Yrs	Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara	Bachelor of Science in CS, EE, or ME preferredMinimum of 5yrs experience in an Engineer...	Semiconductor,Operational excellence,Project management,Artificial Intelligence,Product life cycle management,New product development,New product introduction,Recruitment
5226	Senior / Module Equipment Engineer	Micron Software	5.0	5-6 Yrs	Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara	Requirements: . Bachelors or . Masters Degree in Mechanical . / Material/ Electrical En...	Product quality,Operational excellence,Quality systems,Process control,Process improvement,Artificial Intelligence,Cost reduction,Manager Technology
5227	Assistant Professor - Computer Science Engineering	J.K.K.Nattraja Educational Institutions	4.0	2-6 Yrs	Kumarapalayam	The Assistant Professor in Computer Science Engineering will be responsible for teachin...	Artificial Intelligence,Computer architecture,Manager Technology,Assistant Professor,Research,Teaching,Computer networking,Technology management
5228	Android Engineer	Codea Technologies	2.8	3-8 Yrs	Kochi	Bachelors degree in EnggProficient understanding of code versioning tools, such as Git ...	Performance tuning,ERP,GIT,Artificial Intelligence,Consulting,Android SDK,Outsourcing,Open source
5229	Ml Engineer	Techq Learning Solutions	None	8-10 Yrs	Hyderabad/ Secunderabad, Telangana	Experience in supervised machine techniques and algorithms, such as GLM, k-NN, Naive Ba...	Pytorch,Tensorflow,Aws Cloud,Machine Learning Algorithms,Python,Cnn,Scikit-Learn,SQL
5230	IT Desktop Engineer	Intouchcx	3.0	1-3 Yrs	Hyderabad/Secunderabad	Provide generalized IT support as required . As IT Desktop Engineer, You Have  A post-s...	Windows OS,Linux,WAN,Artificial Intelligence,LAN,Windows,IT management,Troubleshooting
5231	Process Control Engineer	Air Products	4.2	2-4 Yrs	Pune	Experience of SPI (Smart Plant Instrumentation) software and associated modules, also C...	Procurement,Design engineering,Control system,Process control,Instrumentation,EPC,SIS,SPI
5232	DCS Engineer	Air Products	4.2	7-10 Yrs	Pune	Experience of DCS (Distributed Control System) software and associated modules, also so...	Graphics,System architecture,System integration,SAT,Instrumentation,EPC,System design,Animation
5233	GCP Engineer	Neal Analytics	3.4	4-10 Yrs	Mumbai	Developing Data Pipelines (Batch / Streaming) . Experience in working with Apache Spark...	Cloud computing,RDBMS,Datastage,Informatica,SDK,Data warehousing,SDLC,Analytics
5234	AI Engineer	IB Services Technologies	4.0	1-4 Yrs	Pune	  Designing and developing AI algorithms and models to solve specific business problems...	Web services,devops,AWS,SQL,Python,Scripting,Artificial Intelligence,Web technologies
5235	Staff Engineer - Frontend	HyreFox Consultants Pvt Ltd	None	10-15 Yrs	New Delhi	Bachelors in Computer Science or equivalent training or work experience. Experience in ...	Computer science,Software design,Front end,Coding,Analytical,Javascript,HTML,HTTP
5236	Azure DevOps Engineer	IBN Technologies	4.0	3-5 Yrs	Pune	Graduation/ Post graduation or equivalentExperience integrating MDM services into data ...	Business objects,Data migration,Product engineering,Managed services,OOAD,Machine learning,Application development,SQL
5237	ML Engineer	Hellosivi	None	1-4 Yrs	Coimbatore	Basic JS knowledge and client-side ML are a plus . . Fair knowledge of cloud technologi...	Training,Basic,SIDE,Cloud,Javascript,ml
5238	Software Engineer - ROR	Diya Systems (Mangalore) Pvt. Ltd.	3.5	4-9 Yrs	Mangalore	   SUMMARY OF POSITION    Developer will be responsible for maintaining and extending I...	Object oriented design,ISMS,Testing tools,Machine learning,Integration testing,Application development,Technical support,Analytics
5239	Manufacturing Engineer	Aurawoo	None	5-10 Yrs	Bhopal	Not only can Diff-Text spot whole paragraphs that have been moved up or down in a docum...	Unix,jQuery,MySQL,Machine learning,Javascript,PHP,JSON,Windows
5240	Software Development Engineer - Ruby on Rails	Appen	4.1	1-2 Yrs	Hyderabad/Secunderabad	Qualifications: . Bachelors Degree in Computer Science, Software Engineering, or a rela...	RDBMS,Web development,Javascript,Data structures,Healthcare,Distribution system,Automotive,Financial services
5241	Staff Engineer - Design Verification	Micron Software	5.0	2-5 Yrs	Hyderabad/Secunderabad	    We are an industry leader in innovative memory and storage solutions transforming h...	Design verification,Operational excellence,Artificial Intelligence,Technology leadership,UVM,Recruitment,Verification,Intelligence
5242	Software Performance Engineer - Cloud Applications	KnoahSoft Inc	3.9	7-9 Yrs	Pune	   We are looking for a Cloud Application Performance Engineer to join our team. As a C...	Backend,Simulation,Coding,Debugging,Machine learning,Schema,JIRA,Virtualization
5243	Cloud Engineer	iKomet	2.7	3-5 Yrs	Chennai	Educating teams on the implementation of new cloud-based initiatives, providing associa...	Unix,Cloud computing,Linux,XML,PAAS,Debugging,Cloud,Web development
5244	NLP Engineer	iKomet	2.7	3-5 Yrs	Chennai	Experience with machine learning frameworks (like Keras or PyTorch) and libraries (like...	Cloud computing,software architecture,Operational excellence,spark,Analytical,Machine learning,Data structures,big data
5245	Senior Engineer - Software Development	Sumati Group	3.2	7-12 Yrs	Gurugram	. Do elegant programming which should be: . o Solving the problem and has decent perfor...	Computer science,Product management,Coding,Social media,Consulting,Debugging,Machine learning,Data structures
5246	Sr. Site Reliability Engineer	Techolution	3.5	4-5 Yrs	Hyderabad/Secunderabad	. Good understanding of Linux, Cloud Managed servicesMinimum 4-5 years of experience in...	Process automation,github,Managed services,GIT,Linux,Artificial Intelligence,Troubleshooting,SDLC
5247	Senior Platform Support Engineer	Techolution	3.5	2-6 Yrs	Hyderabad/Secunderabad	Minimum 3-6 years of experience in the field . Hands-on experience of Linux / Windows A...	Process automation,VMware,Linux,Neural networks,GCP,Artificial Intelligence,Shell scripting,Troubleshooting
5248	Embedded C Engineer	Techolution	3.5	1-5 Yrs	Hyderabad/Secunderabad	     Design and implement software of embedded devices and systems from requirements to...	Embedded C,Linux,Production support,Coding,Software configuration management,Consulting,Hardware design,System software
5249	Associate DevOps Engineer	Techolution	3.5	1-4 Yrs	Hyderabad/Secunderabad	. Good understanding of Linux, Cloud Managed servicesMinimum 1 years of experience in t...	Process automation,Managed services,Linux,devops,Artificial Intelligence,Cloud,Manager Technology,Troubleshooting
5250	Staff SRE/Devops Engineer	Service Now Planet	5.0	8-13 Yrs	Hyderabad/Secunderabad	. You will play a major part in building AI and Machine Learning (ML) solutions that tr...	Unix,github,Publishing,Networking,Machine learning,Cloud,Unit testing,Monitoring
5251	Senior Software Engineer	Tekwissen Software Pvt.Ltd.	4.7	4-8 Yrs	Hyderabad/Secunderabad	Having 5-8 years of experience in IT development, implementation of enterprise-class ap...	spring boot,Automation,SOA,Agile scrum,Oracle SQL,Spring framework,Machine learning,Software development life cycle
5252	Senior Software Engineer- Platform DevOps Engineer	Bristol Myers Squibb	4.5	7-8 Yrs	Hyderabad/Secunderabad	Engage with technology partners to further advance the data and MLOps platforms and to ...	Unix,Computer science,Data management,Information security,Problem management,Clinical trials,Informatica,Virtualization
5253	Software Engineer	Bytestrone	4.5	4-8 Yrs	Kochi/Cochin	     We are looking for a Full Stack Developer to produce scalable software solutions. ...	jQuery,Front end,Coding,XML,MySQL,Agile,HTML,Apache
5254	IOT Engineer	Capermint Technologies Pvt Ltd	4.0	2-5 Yrs	Ahmedabad	Choose between Work From Home and Work From Office	Training,SIDE,Infrastructure,Wellness,Training management,Management,iot
5255	ML Staff Software Engineer	Xpheno	None	2-6 Yrs	Hyderabad/Secunderabad	Experience in one of the following technologies: Spark, Yarn, Kafka, Hbase, Cloudera, A...	Web services,Networking,Analytical,Machine learning,SCALA,Troubleshooting,YARN,Object oriented programming
5256	Analytics Engineer	Deliveroo	3.8	2-4 Yrs	Hyderabad/Secunderabad	Required  2 years experience developing in a BI tool (Looker or similar)Good practical ...	Automation,Product engineering,Version control,Coding,Catering,Data warehousing,Analytics,Downstream
5257	Software Engineer I, AEM Front End Developer	Bristol Myers Squibb	4.5	3-5 Yrs	Hyderabad/Secunderabad	   At BMS, digital innovation and Information Technology are central to our vision of t...	CSS,jQuery,Coding,Technical writing,Web development,Javascript,HTML,Web designing
5258	Software Engineer I, AEM Front End Developer	Bms Chemicals	None	3-5 Yrs	Hyderabad/Secunderabad	   At BMS, digital innovation and Information Technology are central to our vision of t...	CSS,jQuery,Coding,Technical writing,Web development,Javascript,HTML,Web designing
5259	DevOps Engineer	Cloudiq Solutions	3.8	3-7 Yrs	Chennai	  Job description     Profile Demands:     Experience in setting up CI/CD pipelines usi...	Architecture,devops,Consulting,Machine learning,Cloud,SEZ,microsoft azure,Monitoring
5260	Senior QA engineer	Agrya Consulting	4.3	4-9 Yrs	Chennai	 Role   We are looking for a Senior QA Engineer who will join our team building and rol...	Assurance,Linux,Networking,GCP,Machine learning,Performance testing,Javascript,Instrumentation
5261	Software Development Engineer	Drevol	1.5	2-7 Yrs	Vadodara	Development experience in C#/C / C++ with strong programming skills	Report generation,C++,Manager Quality Assurance,Powershell,Machine learning,Javascript,Programming,Windows
5262	Software Engineer II, Mobile Developer	Bristol Myers Squibb	4.5	2-5 Yrs	Hyderabad/Secunderabad	   At BMS, digital innovation and Information Technology are central to our vision of t...	Pharma,Javascript,Clinical trials,Agile,HTML,data integrity,SEO,Adobe
5263	Engineer (Software Development)	Curaksha Group of Companies	None	1-3 Yrs	Mumbai(New Marine Line +2), Mumbai (All Areas)	 Section 1: Preferred Candidate ProfileMinimum Education: Any relevant Bachelor's Degre...	Front-End Development,Javascript,mySQL,Back-End Development,Python,Testing & Maintenance,CSS,DNS
5264	Senior Engineer, Product Quality	Micron Software	5.0	2-6 Yrs	Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara	Bachelor s Degree in Mechanical or Electrical . & Electronics engineering or any releva...	Business process,Product quality,Operational excellence,Risk assessment,Artificial Intelligence,Troubleshooting,Data mining,Continuous improvement
5265	Regional Electrical Engineer	Micron Software	5.0	8-9 Yrs	Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara	   As the Global Facilities Regional Engineering Electrical Engineer you will be respon...	Business process,Analytical,Artificial Intelligence,Cost reduction,Design management,Project planning,Continuous improvement,Technical support
5266	FCT Senior Gas Engineer	Micron Software	5.0	8-9 Yrs	Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara	Identify and develop training and certification programs that support global and site e...	Business process,Operational excellence,Analytical,Artificial Intelligence,Cost reduction,Project planning,Continuous improvement,Technical support
5267	HBM PE (Product Engineering) Validation Manager	Micron Software	5.0	5-9 Yrs	Hyderabad/Secunderabad	Bachelor s or Masters Degree in Electrical or Computer EngineeringFamiliarity with the ...	Analytical skills,Product engineering,Operational excellence,Artificial Intelligence,Technology leadership,Silicon,Continuous improvement,Product support
5268	Process Engineer	Ardem Data Services	3.3	1-2 Yrs	Lucknow	Should be able to work in any of our daily three-shift operationsResponsibilities and D...	Software Development,Project Management,Data Scientist,Business Process,Data Entry,Statistics,Operations,Python
5269	Senior Splunk Engineer	Vanderlande Industries	4.2	12-15 Yrs	Pune	Bachelor s or Master s degree in Computer Science, IT or equivalent with relevant work ...	Computer science,GIT,GCP,Machine learning,Cluster Management,splunk,Test cases,Operations
5270	Senior Software Engineer - Python Expert	Rxlogix Corporation	2.6	5-10 Yrs	Noida	Minimum of BE, B Tech or higher preferably from institutes like IIT, DCE, NIT or equiva...	PDF,Image processing,Machine learning,Build management,Agile,Test cases,SDLC,SQL
5271	Test Automation Engineer	Also Energy	4.1	5-10 Yrs	Gurugram	  Define and maintain test plans and test specifications for functional, integration an...	Automation,Manager Quality Assurance,Coding,Performance testing,Perl,Selenium,Test cases,Troubleshooting
5272	Software Engineer - Developer Productivity	Also Energy	4.1	5-10 Yrs	Gurugram	Advanced degree (BSc or Masters) in Computer Science or related fieldRequired Experienc...	GIT,cyber security,Coding,Artificial Intelligence,OWASP,Analytics,Monitoring,Python
5273	Test Engineering Manager	Micron Software	5.0	8-9 Yrs	Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara	   As the Test Engineering Manager, the successful candidate will be based in Gujarat, ...	Root cause analysis,Semiconductor,Operational excellence,Staffing,Value engineering,Artificial Intelligence,Management,Test engineering
5274	Package Reliability Engineer	Micron Software	5.0	2-5 Yrs	Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara	  As a GQ (Global Quality) Package Reliability Engineer at Micron Technology Inc, you w...	Graphics,Semiconductor,Backend,Analytical,Failure analysis,Artificial Intelligence,thermal,Packaging
5275	Manager, Module Test Process Engineering	Micron Software	5.0	7-9 Yrs	Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara	Required Bachelors Degree in Engineering . Experience Required  More than 7 years exper...	EHS,Due diligence,ISO,Production support,Artificial Intelligence,Cost reduction,Manager Quality Control,Risk management
5276	Associate Software Engineer - QA CoE	Micron Software	5.0	2-5 Yrs	Hyderabad/Secunderabad	 Work as part of cross-functional, passionate agile/solution project teams to ensure qu...	Manual testing,Operational excellence,Test scripts,Artificial Intelligence,Software Associate,Agile,Test scenarios,Test cases
5277	Associate Software Engineer - IT Enterprise Applications	Micron Software	5.0	2-5 Yrs	Hyderabad/Secunderabad	Bachelor s degree in IT field is required . Preferred degree is Master s . Some experie...	Automation,Semiconductor,Enterprise applications,Analytical,Artificial Intelligence,SSIS,Business intelligence,Reporting tools
5278	Assembly Equipment Engineering Manager	Micron Software	5.0	5-8 Yrs	Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara	Master /Bachelor Degree in Mechanical, Mechatronics, Electrical & ElectronicsMinimum 5 ...	Mechatronics,Semiconductor,Data analysis,Production support,Analytical,Artificial Intelligence,Cost reduction,Risk management
5279	BI Engineer	Aeries Technology	3.5	7-10 Yrs	Hyderabad/Secunderabad	The candidate should have knowledge writing complex SQL as well as know Python and mach...	Performance tuning,Financial reporting,Analytical,SSRS,Machine learning,Business intelligence,Troubleshooting,Information technology
5280	Product Management Engineer 2	Viavi Solutions	4.3	4-9 Yrs	Chennai	. 4 . + years on Product Management preferably in consumer-facing or enterprise platfor...	Product management,Data analysis,Manufacturing process,Manager Program Management,Agile development,Software product development,Business strategy,Management
5281	Senior Architect - Application Engineering	Saaki argus averil consulting	None	12-15 Yrs	Chennai	Database technologies like MySQL, Oracle, PostgreSQL, and MongoDB . Configuration manag...	Configuration management,Postgresql,MySQL,Javascript,Test cases,Oracle,Apache,Analytics
5282	Software Engineer (FullStack)	American Technology Consulting	3.4	4-7 Yrs	Hyderabad/Secunderabad	Experience developing desktop and mobile applications . Proven experience as a Full Sta...	IT services,Automation,jQuery,Business analysis,Coding,XML,MySQL,Agile
5283	Senior Software Engineer  -  Ruby on Rails	VSH Solutions	3.7	8-12 Yrs	Pune	Developing intelligent and scalable applications and software while doing core product ...	Computer science,Software design,NoSQL,RDBMS,GCP,MySQL,Machine learning,Data structures
5284	Senior Software Engineer - New Cloud Service	Plume Design	None	1-3 Yrs	Hyderabad/Secunderabad	Working experience TypeScript / JavaScript . .	Software design,Front end,NoSQL,Production support,Architecture,Machine learning,Javascript,Open source
5285	Senior Software Engineer	Plume Design	None	5-8 Yrs	Hyderabad/Secunderabad	         Participate in all stages of the software design lifecycle working in multi-di...	Software design,Front end,Architecture,Analytical,Machine learning,Data structures,Open source,WiFi
5286	Sr. Software Engineer	Logicmonitor	4.0	6-11 Yrs	Pune	   The Senior Backend Developer on the Engineering team is responsible for the implemen...	Linux,MySQL,Agile,Scrum,Selenium,Troubleshooting,Open source,Ruby
5287	Server Side Engineer	Finite HR Consulting Private Limited	None	1-5 Yrs	Hyderabad	Good to great problem solving and communication skillSkills Required: Server side devel...	SIDE,Machine learning,Software Associate,Node JS,Problem,Mentoring,Ruby,Business Executive
5288	Software Research Engineer	Finite HR Consulting Private Limited	None	1-6 Yrs	Hyderabad	Qualifications . At least 1 yr experience as polyglot software engineer familiar with v...	Computer science,Machine learning,Software,Research,Cryptography,big data,Gaming,Business Executive
5289	DevOps Engineer	Techmayntra Services	None	4-6 Yrs	Ahmedabad	   Now is an exciting time to join R&D Tech organization and drive a change in the way ...	ERP,SAP,Web development,CMS,microsoft,Open source,Technical support,Android
5290	Full Stack Engineer	Balbix	4.1	3-5 Yrs	Panipat, Yamunanagar, Faridabad, Sonipat/Sonepat, Gurugram, Hissar/Hisar	A good communicator, and facilitate teamwork via good documentation practices3+ years o...	Product management,Computer science,Backend,Web technologies,Javascript,MongoDB,Silicon,Security operations
5291	Staff Engineer, Analog Layout	Micron Software	5.0	8-15 Yrs	Hyderabad/Secunderabad	. 8-15 years of experience in analog / custom layout design in advanced CMOS processMul...	Semiconductor,Operational excellence,VLSI,Project management,Mixed signal,Artificial Intelligence,Physical verification,Scheduling
5292	Engineer - Process Control (DCS)	Air Products	4.2	3-10 Yrs	Vadodara	        II. POSITION SUMMARY        JOB PURPOSE   The DCS Engineer is a key member of a...	Graphics,System architecture,Process control,System integration,SAT,Instrumentation,EPC,System design
5293	Senior Software Engineer-R&D	Flytxt	4.3	3-6 Yrs	Trivandrum	 Qualification and Experience   B.Tech M.Tech M.E MS M.Sc in Computer Science or a rela...	Computer science,data cleansing,GIT,Linux,Data management,Machine learning,Agile methodology,SCM
5294	Software Development Engineer Senior	Hitachi Vantara	3.9	5-7 Yrs	Hyderabad/Secunderabad	  This role is hands-on Staff Software Engineer (Lead) to develop IOT applications plat...	C++,Automation,Data modeling,RDBMS,Configuration management,Javascript,Data structures,JSON
5295	DevOps Engineer	Agrya Consulting	4.3	4-9 Yrs	Chennai	Working knowledge in Kubernetes, Docker or Openshift, rkt environments required . Exper...	VMware,Networking,Linux,XML,Shell scripting,Javascript,Troubleshooting,Oracle
5296	Cyber Security Engineer	TAC Security	3.3	1-2 Yrs	Pune	Bachelor s in Computer Science, Information Technology, Engineering, Business Administr...	Computer science,SAN,Configuration management,Artificial Intelligence,Workflow,Ruby,Information technology,Vulnerability assessment
5297	Software Engineer, AI Stack	Kinara, Inc.	2.3	4-9 Yrs	Hyderabad/Secunderabad	  Developing and directing software system validation and testing methods.   Directing ...	Data analysis,Shaping,Standard operating procedures,Software development life cycle,Programming,Mathematics,Management,Statistics
5298	Senior DevOps Engineer	Experian	3.6	5-8 Yrs	Hyderabad/Secunderabad	As we continue to drive the UK business to the next level with regards to advanced anal...	Automation,github,Networking,Machine learning,Active directory,Agile,DNS,Continuous improvement
5299	Process Control Engineer	Air Products	4.2	5-12 Yrs	Pune	Experience of SPI (Smart Plant Instrumentation) software and associated modules, also C...	Procurement,Design engineering,Control system,Process control,Instrumentation,EPC,SIS,SPI
5300	Senior Software Engineer - React.js	Builder.ai	3.5	2-6 Yrs	Gurugram	It is a challenging and diverse role that requires candidate to improve the existing de...	Backend,Front end,GIT,Version control,Web technologies,Machine learning,Javascript,Performance optimization
5301	Project Engineer	Orangewood Labs	2.5	3-8 Yrs	Noida	. - Bachelors degree in engineering, robotics, or a related field  . - At least 3 years...	SAN,Usage,Interpersonal skills,SOC,Artificial Intelligence,System integration,SMS,Automation systems
5302	PLC Controls Engineer	Orangewood Labs	2.5	1-3 Yrs	Noida	. Bachelors degree in Electrical / Electronics Engineering or a related field. Proven e...	SAN,Automation,Communication protocols,PLC,SOC,Artificial Intelligence,SMS,Sensors
5303	Legal Domain Engineer(Commercial Contracts)	A2gc Services	None	2-7 Yrs	Remote	The client is driven to build products that deliver maximum value and return on investm...	Commercial Contracts,Negotiation,Evaluation,Drafting,CLM,Contract Abstraction,Contract Management,Vetting
5304	System Development Engineer	Husys Consulting	3.9	10-15 Yrs	Hyderabad	and NodeJS preferred. . Passionate to develop web application development on the Linux/...	assembly language,website,C,System Development Engineer,HTML,javascript,SQL,Six Sigma
5305	Robotics Engineer	Shunya Ekai Technologies	2.7	1-4 Yrs	Gurugram	Should have worked on Hardware	Computer vision,C++,Communication protocols,Linux,CAD,Machine learning,Sensors,SPI
5306	Platforms Implementation Engineer	Bidmath	None	1-3 Yrs	Hyderabad	  Your Responsibilities              Full implement, deploy and maintain data managemen...	Google Analytics,Managed services,Data management,Machine learning,Javascript,HTML,Adobe,Analytics
5307	Google Cloud Solutions Engineer	Bidmath	None	3-5 Yrs	Hyderabad	Bachelor s degree in Computer Science, a related technical field or equivalent practica...	Computer science,Digital media,Managed services,Machine learning,HTML,HTTP,Analytics,Automotive
5308	Senior Software Engineer	Accurate Background	3.0	7-9 Yrs	Thane	Qualifications . Bachelors / Masters in Computer Science or equivalent education / expe...	Computer science,NoSQL,XML,Analytical,Machine learning,Javascript,Troubleshooting,Monitoring
